absolute_path,class_label,labels,duration_seconds,sample_rate_hz,is_zero_byte,is_corrupted,is_duplicate,has_missing_label
ai/dataset/raw/b1_fluent_KFHU32-2.3.wav,fluent,fluent,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-2.32.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-2.34.wav,fluent,fluent,8.9600,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-2.37.wav,fluent,fluent,2.2204,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-2.38.wav,fluent,fluent,7.4710,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-2.6.wav,fluent,fluent,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-2.9.wav,fluent,fluent,18.9127,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.1.wav,fluent,fluent,43.8074,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.11.wav,fluent,fluent,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.13.wav,fluent,fluent,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.15.wav,fluent,fluent,24.0066,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.17.wav,fluent,fluent,19.2000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.19.wav,fluent,fluent,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.21.wav,fluent,fluent,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.23.wav,fluent,fluent,9.8743,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.3.wav,fluent,fluent,31.8171,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.5.wav,fluent,fluent,60.0033,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.7.wav,fluent,fluent,25.2082,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-3.9.wav,fluent,fluent,8.4114,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.1.wav,fluent,fluent,29.4139,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.11.wav,fluent,fluent,21.8122,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.13.wav,fluent,fluent,12.0424,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.3.wav,fluent,fluent,3.2131,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.5.wav,fluent,fluent,24.2155,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.7.wav,fluent,fluent,5.6163,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU32-4.9.wav,fluent,fluent,39.0008,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.1.wav,fluent,fluent,3.8139,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.10.wav,fluent,fluent,5.1200,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.12.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.15.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.17.wav,fluent,fluent,1.7241,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.19.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.21.wav,fluent,fluent,2.5078,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.23.wav,fluent,fluent,1.1233,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.25.wav,fluent,fluent,0.7576,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.27.wav,fluent,fluent,6.1649,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.31.wav,fluent,fluent,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.33.wav,fluent,fluent,3.4221,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.35.wav,fluent,fluent,10.6058,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.37.wav,fluent,fluent,2.5078,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.39.wav,fluent,fluent,1.9069,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.41.wav,fluent,fluent,4.0229,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.43.wav,fluent,fluent,0.8098,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.45.wav,fluent,fluent,5.8514,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.5.wav,fluent,fluent,4.1013,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-1.8.wav,fluent,fluent,2.1159,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-2.1.wav,fluent,fluent,4.9633,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-2.13.wav,fluent,fluent,6.3216,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-2.15.wav,fluent,fluent,11.4155,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-2.21.wav,fluent,fluent,6.1127,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-2.5.wav,fluent,fluent,9.6131,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.1.wav,fluent,fluent,9.8221,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.11.wav,fluent,fluent,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.13.wav,fluent,fluent,9.2212,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.15.wav,fluent,fluent,6.8180,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.16.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.18.wav,fluent,fluent,9.4041,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.19.wav,fluent,fluent,4.2058,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.21.wav,fluent,fluent,12.6171,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.23.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.25.wav,fluent,fluent,5.2245,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.28.wav,fluent,fluent,3.0041,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.30.wav,fluent,fluent,3.2131,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.32.wav,fluent,fluent,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.35.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.36.wav,fluent,fluent,8.6204,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.38.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.4.wav,fluent,fluent,36.8066,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.41.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.43.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.46.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.6.wav,fluent,fluent,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_fluent_KFHU33-3.9.wav,fluent,fluent,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM10.1.wav,fluent,fluent,7.5232,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM11.1.wav,fluent,fluent,1.4629,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM11.3.wav,fluent,fluent,1.1233,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM11.6.wav,fluent,fluent,2.9257,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM11.8.wav,fluent,fluent,0.7053,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-1.2.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-1.5.wav,fluent,fluent,0.8621,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-1.7.wav,fluent,fluent,1.6196,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-1.9.wav,fluent,fluent,2.2204,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-3.2.wav,fluent,fluent,0.9666,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-3.3.wav,fluent,fluent,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.1.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.14.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.16.wav,fluent,fluent,3.0041,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.18.wav,fluent,fluent,1.3061,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.21.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.24.wav,fluent,fluent,1.2016,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.26.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.29.wav,fluent,fluent,2.6122,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.33.wav,fluent,fluent,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.36.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.40.wav,fluent,fluent,5.5119,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.42.wav,fluent,fluent,1.6196,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.44.wav,fluent,fluent,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.5.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.7.wav,fluent,fluent,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-4.9.wav,fluent,fluent,2.6122,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-5.1.wav,fluent,fluent,1.9500,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-5.4.wav,fluent,fluent,0.8000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-6.1.wav,fluent,fluent,1.5000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-6.11.wav,fluent,fluent,2.7000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-6.4.wav,fluent,fluent,1.0710,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-6.6.wav,fluent,fluent,0.9000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-6.8.wav,fluent,fluent,0.7001,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-7.2.wav,fluent,fluent,1.6500,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-7.4.wav,fluent,fluent,1.4106,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-8.1.wav,fluent,fluent,0.4702,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-8.3.wav,fluent,fluent,1.2000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-8.5.wav,fluent,fluent,2.6906,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM15-8.6.wav,fluent,fluent,0.7500,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM5.4.wav,fluent,fluent,0.8621,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM5.6.wav,fluent,fluent,1.6980,16000,False,False,False,False
ai/dataset/raw/b1_fluent_SM9.1.wav,fluent,fluent,4.5192,16000,False,False,False,False
ai/dataset/raw/b1_fluent_WS01.1 (1).wav,fluent,fluent,60.0000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_WS01.1.wav,fluent,fluent,60.0000,16000,False,False,False,False
ai/dataset/raw/b1_fluent_WS02.1.wav,fluent,fluent,2.3249,16000,False,False,False,False
ai/dataset/raw/b1_fluent_WS02.5.wav,fluent,fluent,5.1200,16000,False,False,False,False
ai/dataset/raw/b1_fluent_kfhu33-2.11.wav,fluent,fluent,3.1608,16000,False,False,False,False
ai/dataset/raw/b1_fluent_kfhu33-2.17.wav,fluent,fluent,3.7616,16000,False,False,False,False
ai/dataset/raw/b1_fluent_kfhu33-2.7.wav,fluent,fluent,21.9168,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-2.18.wav,interjections,interjections,3.3176,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-2.2.wav,interjections,interjections,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-2.20.wav,interjections,interjections,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-2.4.wav,interjections,interjections,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-2.6.wav,interjections,interjections,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-3.14.wav,interjections,interjections,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-3.16.wav,interjections,interjections,5.8000,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-3.27.wav,interjections,interjections,18.0000,16000,False,False,False,False
ai/dataset/raw/b1_interjections_KFHU33-3.8.wav,interjections,interjections,5.0000,16000,False,False,False,False
ai/dataset/raw/b1_interjections_SM15-4.2.wav,interjections,interjections,1.3061,16000,False,False,False,False
ai/dataset/raw/b1_interjections_SM15-5.2.wav,interjections,interjections,3.8000,16000,False,False,False,False
ai/dataset/raw/b1_interjections_SM15-7.1.wav,interjections,interjections,4.4000,16000,False,False,False,False
ai/dataset/raw/b1_interjections_SM15-7.7.wav,interjections,interjections,3.2000,16000,False,False,False,False
ai/dataset/raw/b1_interjections_kfhu33-2.10.wav,interjections,interjections,7.0531,16000,False,False,False,False
ai/dataset/raw/b1_interjections_kfhu33-2.16.wav,interjections,interjections,1.9592,16000,False,False,False,False
ai/dataset/raw/b1_interjections_kfhu33-2.8.wav,interjections,interjections,3.9184,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-2.12.wav,part_word_repetition,part_word_repetition,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-2.4.wav,part_word_repetition,part_word_repetition,3.0041,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.10.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.12.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.14.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.18.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.2.wav,part_word_repetition,part_word_repetition,6.3216,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.20.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.4.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.6.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-3.8.wav,part_word_repetition,part_word_repetition,5.4074,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-4.10.wav,part_word_repetition,part_word_repetition,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-4.12.wav,part_word_repetition,part_word_repetition,6.4261,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-4.2.wav,part_word_repetition,part_word_repetition,2.2000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-4.6.wav,part_word_repetition,part_word_repetition,3.8000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU32-4.8.wav,part_word_repetition,part_word_repetition,2.4032,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.11.wav,part_word_repetition,part_word_repetition,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.13.wav,part_word_repetition,part_word_repetition,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.14.wav,part_word_repetition,part_word_repetition,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.16.wav,part_word_repetition,part_word_repetition,1.2016,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.18.wav,part_word_repetition,part_word_repetition,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.2.wav,part_word_repetition,part_word_repetition,9.3000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.20.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.22.wav,part_word_repetition,part_word_repetition,1.0188,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.26.wav,part_word_repetition,part_word_repetition,1.1233,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.28.wav,part_word_repetition,part_word_repetition,2.2204,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.3.wav,part_word_repetition,part_word_repetition,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.30.wav,part_word_repetition,part_word_repetition,1.7502,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.32.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.34.wav,part_word_repetition,part_word_repetition,1.8547,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.36.wav,part_word_repetition,part_word_repetition,0.4702,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.38.wav,part_word_repetition,part_word_repetition,1.0710,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.4.wav,part_word_repetition,part_word_repetition,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.40.wav,part_word_repetition,part_word_repetition,1.3584,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.42.wav,part_word_repetition,part_word_repetition,1.6196,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.44.wav,part_word_repetition,part_word_repetition,1.2539,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.6.wav,part_word_repetition,part_word_repetition,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.7.wav,part_word_repetition,part_word_repetition,2.1159,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-1.9.wav,part_word_repetition,part_word_repetition,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.10.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.12.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.17.wav,part_word_repetition,part_word_repetition,2.0114,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.19.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.2.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.22.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.24.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.26.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.29.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.33.wav,part_word_repetition,part_word_repetition,7.2000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.39.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.40.wav,part_word_repetition,part_word_repetition,13.4000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_KFHU33-3.42.wav,part_word_repetition,part_word_repetition,1.8024,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM11.2.wav,part_word_repetition,part_word_repetition,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM11.5.wav,part_word_repetition,part_word_repetition,1.7502,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-1.3.wav,part_word_repetition,part_word_repetition,0.9666,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-1.6.wav,part_word_repetition,part_word_repetition,0.5747,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-1.8.wav,part_word_repetition,part_word_repetition,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-1.wav,part_word_repetition,part_word_repetition,14.2660,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-3.1.wav,part_word_repetition,part_word_repetition,3.7500,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.11.wav,part_word_repetition,part_word_repetition,11.1000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.12.wav,part_word_repetition,part_word_repetition,0.9143,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.13.wav,part_word_repetition,part_word_repetition,1.4106,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.19.wav,part_word_repetition,part_word_repetition,2.8213,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.20.wav,part_word_repetition,part_word_repetition,10.0000,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.23.wav,part_word_repetition,part_word_repetition,1.5151,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.3.wav,part_word_repetition,part_word_repetition,2.2204,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.30.wav,part_word_repetition,part_word_repetition,1.6196,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.31.wav,part_word_repetition,part_word_repetition,2.7168,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.32.wav,part_word_repetition,part_word_repetition,2.3249,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.35.wav,part_word_repetition,part_word_repetition,1.7241,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.38.wav,part_word_repetition,part_word_repetition,1.3061,16000,False,False,False,False
ai/dataset/raw/b1_part_word_repetition_SM15-4.4.wav,part_word_repetition,part_word_repetition,7.8000,16000,False,False,False,False
